sample_id,x1,x2,z_noise
0,0.09884946298587272,-1.8460340756382252,21.28812195468002
1,-1.0245163829271677,1.8296160059925581,6.072952490785978
2,-1.0941777308314693,-0.1585447132470872,-18.938342486035758
3,-1.6128078927833007,-1.5658436340253081,-11.629461831740503
4,1.659901452534653,-2.133291893701349,1.8954720063341703
5,-0.9323562083894603,2.8946446949543727,-9.150930058855426
6,0.11741102638820866,0.8341733850414288,4.382665957133677
7,1.024342804215788,-1.4212372638178723,-3.6298382661184387
8,-0.46861848317504373,-0.2961134923071107,-9.568211231029526
9,-1.2312423950578677,-1.2130890343325753,-7.716714991556122
10,0.8432811857605902,-1.9033842494361244,6.815308840637529
11,-1.7897000442541404,0.6531612687033763,-16.183628351262445
12,-0.028640630800238043,0.8656340620440917,8.362198601324506
13,-2.351722670920443,1.377036500020572,8.596294982463018
14,2.174393030103613,0.3827716430227728,-2.6512544303564494
15,2.124621757759373,-0.301855409986866,-11.235541142724909
16,-2.065916576511624,-0.42350706214474254,4.446913672792503
17,-0.044973864231134364,2.2604573610541827,-3.890874537409923
18,-0.659059177591486,-0.76694546069096,-12.120941445896559
19,2.3840958896640974,-1.1196869820344064,15.27312182356849
20,1.0334559458053216,-0.7035145789331831,-7.075306367376941
21,2.733007393265278,-1.457062906376299,-11.777207093840643
22,1.4816605613107448,0.5253526009625227,2.2804065584605677
23,2.8828930085758895,2.9673104078963677,-0.5427794902693177
24,1.8653395523316103,-1.9309916391266742,11.889506953947022
25,0.07953819379690552,2.199821352085907,-3.0441622006589393
26,1.011658101001979,2.334331664162665,-2.9596505336134897
27,1.8965141549751365,-0.7787173565059713,2.681825857569298
28,-1.4271404134561037,-0.7258985535969766,1.5961433697710548
29,1.3276974507946826,0.14585736878230904,1.8403017192319842
30,-2.2588348761179566,1.5836234003740044,2.1756119770752673
31,-2.2541672344872525,-0.2488265609365805,1.3169303591641772
32,0.04256405766835103,0.26664768349644774,-3.331863724974557
33,-1.735000114677736,1.6128459971964393,6.661420774151204
34,2.1715472667680134,1.3384530348411916,-2.879179222316419
35,2.730888597776074,-1.0837464834126074,6.434802380819663
36,-1.6159844836227195,-2.1298760640749856,11.102096706228426
37,1.4683585475273033,-1.608410012083109,-5.420326938695516
38,2.659997836078178,0.7909276208981697,19.235867349352873
39,1.9227461646348392,-0.10915872820570183,-5.700903241404675
40,1.5416522512957362,-0.05991877735769524,-5.643105429214294
41,0.46320094297713643,1.7546995316048397,4.3199266519504995
42,-1.1901554445163505,2.3648023221142953,3.53249923515793
43,1.4396435593328718,1.605970740277784,0.57452180408011
44,-1.1901034631362535,-2.0042993915998446,6.546008703817494
45,-2.0992895180936317,1.058591079074196,2.021040340026365
46,-1.6749868966201749,2.995552977170046,16.525935980001194
47,2.7857621357232007,-2.3395278367711945,-0.425803342984433
48,1.4878167364159913,-1.065753704563468,-6.8359489726898275
49,-0.6250511829920808,-1.1782925962788198,-4.413674374893632
50,2.068000927098832,2.4156377916501377,3.7705950538361814
51,-2.2777914378461785,-1.0147903775262155,3.8876134932434256
52,-0.03215845725053201,0.37002117371204823,1.6518082553421622
53,-2.0179421702109335,2.0651550613667826,-6.796028576566873
54,2.6368894475528917,-0.2842420436837001,8.869184959552392
55,2.2147874387130724,1.219951895349606,15.49592525350622
56,0.7545898609430601,2.0047758246686813,0.23380257516230502
57,0.10166289400890083,0.5124383628951628,14.484839545153019
58,-0.9893377721482368,1.4170161784660609,6.930047971536122
59,-1.6251578903855743,-1.1626113939824712,17.749497397173343
60,0.1395652481740539,-0.38078132789081165,3.7811527245483596
61,-1.1823191456165127,-1.4446129941034904,1.0928246061830311
62,2.2349344724473834,0.7497239356413319,6.739209863837067
63,-0.42434037543372627,2.151792480222789,-3.468679994714185
64,2.0383826769134306,-1.8901211870289507,3.256939102877108
65,0.6200709452727655,-0.8191289579717305,10.645731572959246
66,0.4745918108002325,1.4489934942904799,6.556083645750742
67,-2.453208255193232,0.32462130816632095,-0.24766126457354184
68,-0.8954721296713999,0.43705995086980565,1.603324752785843
69,-1.8958682075691347,1.9966153002938567,6.061414250414289
70,0.49017648600566677,-1.3391510225983438,5.795572878318994
71,1.7332660092251304,-2.2921966442427983,6.000515065028252
72,0.7605286428849864,0.25968894638616025,2.7155048433569746
73,-2.28195241606961,-1.1266198972425019,-6.596357115503005
74,-2.075727575155105,1.5281281287734627,-5.321222910448604
75,1.3817403347467758,-2.008861175734405,3.6893341181880914
76,-1.8993604843774032,2.3415521745648906,6.651675356072525
77,-1.3953390634836835,-0.8298641083028007,5.615489792118712
78,1.2635409041655357,-2.1660222757597456,-5.401733730808559
79,2.7121108146705533,-2.3734504609767852,-1.2093389518610371
80,2.1702838119617214,-0.5150166889312509,-9.394229315090067
81,-1.6747804271996638,-0.42379906511271237,-11.131429436838621
82,2.8506285221704504,0.40937781902976367,0.6518344026114615
83,-2.1739589739449334,2.6784802606384606,10.865250917618242
84,-1.710411449521188,-2.199218142798869,0.7984320056385019
85,-2.250157505188334,2.0448419374986146,15.265083430989543
86,-1.6583943483480028,-1.5155940790472673,-1.3128317693828992
87,2.69263442793358,0.8638612996685331,0.24973766517516796
88,-0.9301946132067074,0.725501096221945,-7.928055128153188
89,-1.1629911481984805,0.21845847846659483,-2.7779518666967067
90,-0.6595765025417808,0.9244459539954568,-9.51950586895528
91,1.673447688677479,-0.5832086474224234,-12.36269827427281
92,-1.708478347989873,-0.5434266715791887,-9.383450271105918
93,1.6698518608921944,1.8289494636145678,0.6822007197283815
94,1.8205302650736774,2.860148270222136,-5.893650241884913
95,2.036305484622411,2.8271516682462696,-3.9989825388971276
96,0.9473581128213104,-1.2385839729228525,3.2789645577972966
97,0.8450796183458822,-1.411912693848194,-12.390386980171774
98,-2.030705606201814,-0.8427152106368194,0.6482884700194999
99,-0.5047344426260563,1.3988836515007463,6.78460348783237
100,-0.5030780880653443,-2.4826837934220074,7.47647592863655
101,2.543177153678892,0.7417230499415526,4.132536398026705
102,-1.34083058529054,-1.1124180595957973,-0.4174581615406595
103,-1.8172286987139585,2.486007115215102,-4.989911171816378
104,-1.2338527657504612,2.6735592454281534,-0.658870025923646
105,-1.0462875296661447,1.89588158048152,13.22770582338654
106,-2.442513161708567,0.15800477369467147,2.184529620375386
107,-0.4693200684729093,-0.6597783258636607,-0.855054962594097
108,2.9568596152965307,1.4647669125383316,4.509542142378107
109,-1.0932214449499553,1.6384296516242367,0.39779399085842804
110,-1.7873717526659774,2.5926064977725742,1.8063436054317317
111,-0.15487576431998518,-1.4513539842300442,-1.9737372378511815
112,-0.9994873371719277,-1.6466813805448075,-3.3195020325976383
113,2.61806897055246,-0.8175851310773568,7.968002081572491
114,-1.714320120546104,1.970954261742805,-15.602797523141652
115,-1.3270748307770337,-1.9821730747748276,3.828813893986055
